ph,turbidity,dissolved_oxygen,temperature,rainfall,humidity,population_density,sanitation_index,bacterial_count,ecoli_count,chlorine_level,water_source,region_type,season,previous_cases,disease_risk,waterborne_disease
8.68,44.16,3.51,34.84,299.98,69.04,8860.0,15.51,1113.0,153.0,0.0,River,Coastal,Monsoon,37,High,Hepatitis E
7.48,10.59,6.45,29.12,153.32,70.91,418.0,72.13,284.0,44.0,0.554,River,Rural,Spring,20,Medium,Giardiasis
6.83,2.03,9.15,15.81,62.49,62.88,50.0,67.6,11.0,0.0,0.915,Groundwater,Semi-Urban,Spring,4,Low,No Disease - Water is Safe
9.18,34.57,2.3,34.88,571.99,73.51,2746.0,4.88,1400.0,140.0,0.254,Pond,Rural,Summer,53,High,Cholera
7.62,1.61,8.65,21.52,30.72,59.33,883.0,72.0,59.0,1.0,1.641,Tap,Urban,Spring,1,Low,Safe for Consumption
7.09,12.06,4.99,17.61,149.88,67.88,5861.0,47.29,392.0,52.0,0.766,River,Coastal,Spring,21,Medium,Giardiasis
7.53,6.54,7.55,22.63,34.75,45.93,467.0,78.55,154.0,13.0,1.392,Lake,Urban,Winter,8,Low,No Disease - Water is Safe
6.81,18.0,6.66,25.97,171.76,46.08,1261.0,56.13,406.0,63.0,0.941,Lake,Semi-Urban,Spring,15,Medium,Typhoid
9.54,48.53,4.22,34.78,391.68,86.11,6842.0,19.74,893.0,117.0,0.072,Pond,Coastal,Monsoon,53,High,Hepatitis E
7.69,10.01,5.79,25.64,97.95,78.32,841.0,54.5,593.0,66.0,0.703,River,Rural,Spring,20,Medium,Giardiasis
6.48,19.08,4.4,30.45,177.62,69.37,5053.0,59.19,382.0,45.0,0.764,River,Semi-Urban,Summer,24,Medium,Diarrhea
7.15,3.92,8.82,24.0,88.58,42.99,771.0,77.58,184.0,3.0,2.05,Groundwater,Semi-Urban,Winter,1,Low,No Disease - Water is Safe
8.56,47.11,4.62,37.46,696.68,80.25,1446.0,37.85,1210.0,168.0,0.213,River,Coastal,Monsoon,57,High,Dysentery
6.98,0.75,8.98,18.41,24.42,83.34,822.0,93.85,13.0,10.0,1.66,Tap,Urban,Winter,1,Low,Safe for Consumption
9.16,23.52,3.46,27.44,172.64,78.73,4988.0,30.88,978.0,158.0,0.195,River,Rural,Summer,57,High,E. coli Infection
5.92,20.13,2.56,37.53,861.06,80.17,1482.0,21.85,1918.0,164.0,0.232,Pond,Coastal,Summer,38,High,Hepatitis E
9.16,79.73,4.04,26.88,298.82,95.51,4934.0,40.65,1787.0,141.0,0.039,River,Rural,Monsoon,49,High,Cholera
7.02,12.78,5.17,27.79,142.28,84.81,130.0,70.59,388.0,54.0,0.634,Lake,Coastal,Summer,20,Medium,Giardiasis
7.19,7.96,9.03,19.73,14.56,48.33,361.0,80.72,30.0,1.0,1.288,Tap,Urban,Spring,6,Low,Safe for Consumption
7.37,3.59,8.76,22.7,101.08,34.81,2224.0,83.4,22.0,21.0,2.083,Groundwater,Urban,Spring,3,Low,No Disease - Water is Safe
5.0,61.93,4.05,33.73,464.26,77.36,2394.0,10.88,916.0,127.0,0.11,Pond,Rural,Monsoon,44,High,Cholera
6.59,9.19,3.45,22.74,120.17,66.64,1678.0,58.71,344.0,49.0,0.465,Lake,Semi-Urban,Spring,23,Medium,Giardiasis
6.9,2.9,8.28,23.29,75.83,65.76,1121.0,87.5,136.0,0.0,1.169,Tap,Urban,Winter,3,Low,Safe for Consumption
7.15,1.01,9.67,22.81,45.99,56.34,197.0,86.17,25.0,4.0,1.732,Lake,Urban,Winter,1,Low,Safe for Consumption
7.07,8.87,6.16,30.18,208.03,55.02,1879.0,68.68,482.0,47.0,0.481,Lake,Coastal,Spring,16,Medium,Giardiasis
5.11,120.8,3.5,32.26,491.41,75.38,1110.0,27.46,1165.0,155.0,0.113,Pond,Hilly,Monsoon,59,High,Cholera
6.18,13.15,7.41,30.81,193.33,73.07,2129.0,52.39,416.0,69.0,0.945,Lake,Coastal,Spring,15,Medium,Typhoid
8.65,38.82,4.31,35.7,442.43,91.19,1169.0,31.43,1611.0,175.0,0.006,River,Rural,Monsoon,56,High,Hepatitis E
7.26,1.65,7.88,21.65,11.53,57.55,1364.0,83.59,29.0,7.0,1.247,Tap,Urban,Spring,3,Low,No Disease - Water is Safe
9.2,100.38,4.1,39.65,314.65,86.28,1182.0,33.42,1581.0,141.0,0.064,Pond,Rural,Monsoon,53,High,Cryptosporidiosis
9.35,34.92,3.26,37.95,558.13,71.0,2530.0,35.69,1807.0,197.0,0.144,Pond,Hilly,Monsoon,52,High,Cryptosporidiosis
7.11,2.24,8.56,19.3,31.28,51.16,299.0,71.2,193.0,13.0,1.416,Lake,Urban,Spring,4,Low,Safe for Consumption
6.95,0.59,8.45,22.68,19.17,43.19,50.0,96.61,107.0,15.0,1.537,Groundwater,Urban,Winter,3,Low,Safe for Consumption
6.85,2.96,8.96,22.02,25.63,54.24,217.0,97.64,269.0,14.0,1.572,Tap,Semi-Urban,Winter,3,Low,No Disease - Water is Safe
7.32,4.24,8.66,24.75,31.5,50.89,1127.0,82.25,102.0,1.0,1.684,Lake,Urban,Spring,2,Low,No Disease - Water is Safe
9.58,31.69,3.31,38.58,408.21,84.98,11066.0,14.07,954.0,136.0,0.063,Pond,Coastal,Monsoon,54,High,E. coli Infection
9.33,43.6,2.75,34.67,530.48,89.98,1197.0,31.87,1770.0,62.0,0.203,Pond,Rural,Summer,47,High,Cryptosporidiosis
7.63,4.24,9.06,23.01,125.05,63.69,1585.0,93.47,140.0,2.0,1.327,Groundwater,Urban,Winter,2,Low,Safe for Consumption
7.46,9.85,5.41,29.11,69.42,49.34,126.0,47.69,428.0,58.0,0.987,River,Rural,Summer,20,Medium,Typhoid
7.19,1.18,8.59,26.99,101.47,63.29,280.0,73.88,91.0,5.0,1.734,Lake,Semi-Urban,Spring,3,Low,Safe for Consumption
7.3,0.41,8.61,21.1,27.31,58.4,2214.0,75.28,34.0,3.0,1.861,Groundwater,Semi-Urban,Winter,4,Low,No Disease - Water is Safe
9.5,58.98,3.92,32.72,302.42,80.45,6698.0,28.14,1510.0,134.0,0.0,River,Rural,Monsoon,52,High,Dysentery
7.11,0.29,9.39,21.37,65.16,51.71,115.0,77.76,37.0,16.0,1.617,Tap,Urban,Winter,3,Low,Safe for Consumption
7.44,1.36,8.38,23.41,69.28,72.4,725.0,79.31,123.0,5.0,1.545,Groundwater,Urban,Spring,1,Low,Safe for Consumption
7.32,2.29,7.68,23.69,30.36,46.2,661.0,77.32,2.0,12.0,1.603,Tap,Urban,Winter,7,Low,Safe for Consumption
9.55,46.75,3.12,33.82,519.2,84.39,7096.0,26.61,1380.0,163.0,0.048,River,Rural,Monsoon,42,High,Cholera
6.52,0.57,8.24,16.58,82.65,35.25,1219.0,89.76,9.0,7.0,1.931,Groundwater,Urban,Winter,2,Low,No Disease - Water is Safe
6.04,92.48,2.62,37.45,345.89,73.97,1503.0,44.96,1301.0,180.0,0.231,River,Hilly,Summer,36,High,Cryptosporidiosis
6.36,15.09,6.16,25.11,151.51,54.29,624.0,54.59,350.0,43.0,1.053,Lake,Rural,Summer,16,Medium,Diarrhea
8.38,38.16,1.51,33.32,530.89,73.33,9010.0,29.22,1693.0,87.0,0.161,Well,Coastal,Monsoon,40,High,E. coli Infection
5.49,56.22,3.7,30.66,188.85,82.18,4545.0,31.63,1094.0,161.0,0.129,Well,Hilly,Monsoon,52,High,Cryptosporidiosis
6.81,10.05,5.83,31.8,141.5,58.08,617.0,59.46,344.0,37.0,0.868,River,Coastal,Spring,23,Medium,Hepatitis A
6.83,0.42,8.32,16.96,73.65,60.62,175.0,87.72,1.0,15.0,0.982,Groundwater,Semi-Urban,Spring,1,Low,No Disease - Water is Safe
9.62,32.41,4.31,37.29,244.3,90.92,4789.0,34.57,1881.0,263.0,0.044,Pond,Rural,Summer,56,High,Cryptosporidiosis
7.07,0.93,7.64,23.07,40.74,44.76,334.0,82.74,24.0,4.0,1.805,Lake,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
9.1,44.34,3.06,31.55,310.39,91.6,9144.0,37.05,1780.0,137.0,0.134,River,Hilly,Summer,42,High,Dysentery
6.27,14.29,5.68,25.96,204.77,66.17,148.0,50.09,478.0,39.0,1.028,Lake,Semi-Urban,Summer,10,Medium,Giardiasis
5.45,82.58,3.08,35.51,657.46,67.41,3523.0,19.2,1239.0,220.0,0.282,Pond,Rural,Summer,50,High,Cholera
7.34,0.44,7.39,19.44,28.28,37.3,346.0,84.35,82.0,12.0,1.885,Groundwater,Urban,Spring,5,Low,Safe for Consumption
9.27,28.3,5.34,32.15,268.79,72.01,4748.0,41.69,1278.0,199.0,0.201,River,Rural,Summer,36,High,Cholera
6.79,14.68,6.62,30.17,121.99,77.28,746.0,62.01,381.0,72.0,0.535,Well,Semi-Urban,Summer,12,Medium,Typhoid
6.88,0.68,7.28,21.75,159.86,50.37,463.0,75.01,39.0,1.0,1.943,Groundwater,Urban,Spring,3,Low,No Disease - Water is Safe
7.17,12.17,5.1,32.41,158.36,50.06,834.0,43.51,430.0,41.0,0.696,Lake,Semi-Urban,Summer,14,Medium,Diarrhea
6.69,12.1,5.41,40.31,189.62,75.28,3187.0,51.99,369.0,58.0,1.029,Lake,Rural,Summer,16,Medium,Typhoid
6.9,7.83,5.87,31.05,115.34,67.96,3495.0,52.85,537.0,56.0,0.708,Well,Semi-Urban,Summer,17,Medium,Hepatitis A
6.27,5.37,6.59,28.72,165.04,79.91,972.0,56.21,318.0,37.0,0.386,Lake,Rural,Summer,21,Medium,Typhoid
5.85,6.95,6.3,23.08,190.56,56.6,980.0,73.29,393.0,69.0,0.465,River,Rural,Spring,24,Medium,Diarrhea
7.14,2.1,8.71,20.07,189.85,56.63,216.0,86.95,3.0,16.0,1.924,Tap,Semi-Urban,Winter,2,Low,No Disease - Water is Safe
5.16,53.16,3.92,35.52,343.2,81.03,3468.0,33.97,1540.0,56.0,0.181,Well,Coastal,Monsoon,41,High,Dysentery
6.68,10.95,5.69,26.54,139.54,70.27,2177.0,60.44,393.0,62.0,1.119,Well,Rural,Spring,20,Medium,Diarrhea
7.02,1.07,9.6,16.9,46.8,48.04,1087.0,81.37,124.0,3.0,1.467,Groundwater,Semi-Urban,Spring,0,Low,Safe for Consumption
7.0,1.89,9.46,26.6,64.83,70.31,650.0,79.41,87.0,3.0,1.275,Tap,Semi-Urban,Winter,1,Low,Safe for Consumption
5.7,81.83,3.3,32.91,202.91,67.83,9981.0,33.59,1141.0,99.0,0.095,River,Rural,Monsoon,58,High,Cryptosporidiosis
7.71,3.55,7.84,20.12,53.31,61.8,857.0,68.71,128.0,8.0,1.21,Groundwater,Semi-Urban,Spring,2,Low,Safe for Consumption
5.86,24.46,3.1,29.7,279.83,82.19,5606.0,37.74,1459.0,197.0,0.116,Well,Hilly,Monsoon,55,High,E. coli Infection
5.4,32.37,3.71,28.36,286.69,93.02,2389.0,20.88,2132.0,109.0,0.237,Pond,Coastal,Monsoon,41,High,E. coli Infection
6.4,12.38,7.23,26.02,203.06,71.88,1341.0,73.49,330.0,50.0,0.791,River,Semi-Urban,Summer,15,Medium,Giardiasis
7.05,18.4,5.65,33.66,181.7,75.88,1186.0,57.67,535.0,36.0,0.656,Lake,Rural,Summer,20,Medium,Diarrhea
5.83,39.45,3.22,39.17,470.72,82.62,1274.0,45.06,1165.0,142.0,0.019,Pond,Coastal,Monsoon,60,High,Cholera
7.37,15.01,5.66,27.12,126.47,67.02,77.0,56.54,526.0,62.0,0.782,River,Semi-Urban,Summer,20,Medium,Diarrhea
8.12,6.74,5.78,26.44,148.37,59.22,1045.0,57.3,452.0,31.0,0.849,Lake,Coastal,Summer,19,Medium,Typhoid
7.05,0.68,9.0,25.92,4.02,52.06,992.0,80.91,5.0,3.0,1.736,Lake,Urban,Winter,1,Low,No Disease - Water is Safe
5.1,31.38,2.59,38.22,938.91,87.12,11560.0,24.76,1574.0,175.0,0.172,Pond,Rural,Monsoon,55,High,Cryptosporidiosis
6.7,11.91,5.0,30.66,141.17,75.18,987.0,43.6,144.0,46.0,0.874,Lake,Semi-Urban,Summer,20,Medium,Diarrhea
6.61,11.5,6.18,18.73,104.63,79.76,3856.0,21.81,383.0,49.0,0.514,Lake,Coastal,Spring,16,Medium,Diarrhea
7.23,5.88,10.17,20.87,10.66,43.51,728.0,84.14,96.0,8.0,2.078,Tap,Semi-Urban,Spring,3,Low,Safe for Consumption
7.93,7.53,5.8,23.12,93.59,48.14,1617.0,68.63,250.0,49.0,0.649,Lake,Coastal,Spring,12,Medium,Typhoid
9.07,87.76,4.12,27.25,725.14,81.01,5370.0,29.46,1832.0,174.0,0.041,Well,Hilly,Summer,45,High,Dysentery
9.27,54.77,3.98,37.87,580.64,75.47,1217.0,31.17,1646.0,212.0,0.217,River,Hilly,Monsoon,58,High,E. coli Infection
9.25,45.87,3.88,32.41,183.65,74.43,10479.0,15.94,2109.0,171.0,0.341,Well,Hilly,Monsoon,46,High,Cryptosporidiosis
7.44,2.35,7.66,25.33,68.23,74.45,1705.0,89.32,75.0,13.0,1.748,Tap,Semi-Urban,Spring,5,Low,Safe for Consumption
6.95,3.68,7.73,24.06,6.04,53.02,114.0,75.3,185.0,4.0,1.241,Tap,Urban,Winter,4,Low,No Disease - Water is Safe
7.6,0.93,8.35,17.86,24.34,58.56,1169.0,84.91,27.0,0.0,1.332,Groundwater,Semi-Urban,Winter,2,Low,No Disease - Water is Safe
6.74,9.99,5.97,27.81,141.75,67.5,2163.0,54.7,407.0,55.0,0.35,Well,Semi-Urban,Spring,12,Medium,Giardiasis
9.72,24.53,4.6,34.08,239.51,87.06,4352.0,31.39,1796.0,109.0,0.244,Well,Hilly,Monsoon,56,High,Dysentery
6.55,6.87,6.06,29.71,140.96,78.34,376.0,60.19,511.0,31.0,0.265,Well,Coastal,Summer,21,Medium,Diarrhea
6.85,1.34,8.7,19.48,45.74,55.39,158.0,78.43,124.0,7.0,1.607,Tap,Urban,Spring,5,Low,Safe for Consumption
7.08,4.2,8.64,25.46,69.3,56.38,1421.0,67.51,114.0,3.0,1.81,Tap,Semi-Urban,Winter,1,Low,No Disease - Water is Safe
9.25,36.38,3.47,30.71,490.08,83.86,9646.0,30.02,869.0,129.0,0.155,Pond,Coastal,Monsoon,39,High,E. coli Infection
6.96,12.63,6.54,22.66,181.17,73.2,2604.0,34.63,517.0,52.0,0.633,Lake,Semi-Urban,Spring,26,Medium,Hepatitis A
6.98,0.97,7.77,28.83,3.98,58.3,648.0,86.04,82.0,4.0,1.499,Tap,Semi-Urban,Spring,2,Low,Safe for Consumption
7.07,10.95,5.83,28.45,132.78,64.39,1875.0,67.61,244.0,39.0,0.543,River,Coastal,Summer,18,Medium,Hepatitis A
7.38,2.04,8.15,23.57,22.14,42.61,1116.0,93.76,8.0,4.0,1.394,Tap,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
7.6,12.67,6.62,26.02,126.19,84.24,1125.0,54.84,407.0,55.0,0.483,Lake,Rural,Spring,13,Medium,Giardiasis
7.24,0.27,9.14,23.39,46.88,46.5,110.0,100.0,164.0,0.0,1.88,Tap,Semi-Urban,Winter,1,Low,Safe for Consumption
5.51,45.34,3.01,32.73,246.58,87.75,9054.0,28.74,1374.0,90.0,0.022,Pond,Rural,Monsoon,47,High,Cryptosporidiosis
7.39,0.02,7.73,16.54,135.01,45.05,2562.0,86.33,109.0,2.0,1.042,Lake,Urban,Winter,2,Low,No Disease - Water is Safe
6.58,0.42,8.2,21.85,16.38,59.49,624.0,80.88,68.0,2.0,1.205,Groundwater,Semi-Urban,Winter,4,Low,Safe for Consumption
9.29,30.81,2.92,34.19,499.15,82.22,3748.0,39.16,1210.0,187.0,0.019,Pond,Rural,Monsoon,52,High,Cholera
7.42,5.06,8.68,23.35,116.36,60.47,224.0,78.5,80.0,4.0,1.739,Groundwater,Urban,Spring,4,Low,No Disease - Water is Safe
6.4,7.59,6.27,36.39,98.73,62.62,518.0,52.08,385.0,46.0,0.556,Lake,Rural,Spring,21,Medium,Typhoid
7.06,1.56,8.26,22.46,3.44,60.97,179.0,86.92,38.0,1.0,1.743,Tap,Semi-Urban,Winter,4,Low,No Disease - Water is Safe
7.28,0.68,7.75,20.67,112.91,55.08,460.0,75.9,16.0,5.0,1.977,Tap,Urban,Spring,3,Low,Safe for Consumption
7.2,9.43,7.29,26.9,163.85,68.57,1047.0,53.67,463.0,38.0,0.465,Well,Semi-Urban,Summer,17,Medium,Typhoid
8.72,24.81,2.65,32.8,401.96,82.79,5830.0,42.79,1667.0,133.0,0.222,River,Rural,Summer,58,High,E. coli Infection
6.89,0.74,7.31,22.15,100.15,45.53,245.0,73.71,158.0,6.0,1.211,Tap,Urban,Winter,2,Low,Safe for Consumption
6.94,3.02,9.44,18.78,173.19,59.88,262.0,71.06,8.0,8.0,1.063,Groundwater,Semi-Urban,Winter,3,Low,No Disease - Water is Safe
6.98,4.32,9.83,23.64,79.15,73.04,621.0,75.03,5.0,2.0,1.284,Tap,Semi-Urban,Spring,1,Low,Safe for Consumption
7.03,7.45,7.4,21.52,7.31,69.08,568.0,74.05,96.0,20.0,1.645,Groundwater,Urban,Spring,1,Low,No Disease - Water is Safe
6.69,8.21,5.47,23.9,132.35,66.94,934.0,56.63,202.0,42.0,0.479,Lake,Semi-Urban,Summer,21,Medium,Diarrhea
7.46,2.27,8.98,19.72,21.96,41.22,1375.0,75.27,247.0,4.0,1.676,Groundwater,Semi-Urban,Winter,4,Low,Safe for Consumption
9.22,125.23,2.59,35.47,231.59,91.52,8526.0,25.64,2675.0,206.0,0.0,Pond,Hilly,Summer,45,High,E. coli Infection
6.04,40.61,3.54,34.54,394.26,65.58,4068.0,36.21,1985.0,111.0,0.0,Well,Rural,Summer,45,High,E. coli Infection
8.72,30.99,3.26,30.34,242.25,90.41,3156.0,34.25,1901.0,189.0,0.209,Pond,Rural,Monsoon,61,High,Cholera
6.7,0.61,7.82,25.12,29.91,66.5,234.0,85.58,74.0,11.0,1.468,Tap,Urban,Spring,1,Low,No Disease - Water is Safe
9.4,49.5,3.46,33.93,648.51,88.57,3818.0,20.94,1512.0,146.0,0.0,Pond,Rural,Summer,49,High,Cryptosporidiosis
5.34,40.09,2.95,32.08,222.26,83.07,6331.0,32.26,1990.0,97.0,0.126,Pond,Rural,Monsoon,49,High,Cryptosporidiosis
7.79,12.15,5.7,23.21,168.68,73.96,914.0,54.1,366.0,28.0,0.583,Well,Rural,Summer,12,Medium,Typhoid
7.08,8.81,6.15,26.65,136.93,76.68,449.0,59.81,474.0,38.0,0.655,Lake,Semi-Urban,Summer,24,Medium,Typhoid
7.38,1.17,9.54,22.43,24.36,49.99,1652.0,85.61,20.0,10.0,1.52,Groundwater,Urban,Spring,4,Low,No Disease - Water is Safe
6.92,1.13,8.97,27.7,92.27,55.73,52.0,77.48,73.0,6.0,2.136,Tap,Urban,Winter,2,Low,No Disease - Water is Safe
7.14,0.96,8.07,13.08,62.66,43.31,589.0,64.23,10.0,1.0,1.098,Tap,Semi-Urban,Spring,2,Low,No Disease - Water is Safe
7.54,1.78,7.83,19.99,0.65,46.06,1723.0,72.51,14.0,16.0,0.664,Tap,Urban,Spring,4,Low,Safe for Consumption
10.0,56.04,4.3,36.2,1000.0,91.51,1984.0,18.8,1763.0,220.0,0.255,Pond,Hilly,Monsoon,41,High,Cholera
7.21,0.41,9.56,23.71,158.44,63.98,56.0,94.34,735.0,14.0,1.842,Groundwater,Semi-Urban,Winter,3,Low,No Disease - Water is Safe
4.64,20.96,4.22,34.7,736.11,96.11,4734.0,12.15,1627.0,87.0,0.176,River,Hilly,Monsoon,55,High,Dysentery
7.09,6.98,9.09,25.32,4.17,41.88,167.0,81.29,210.0,4.0,1.961,Groundwater,Urban,Spring,7,Low,Safe for Consumption
10.0,42.28,4.99,33.33,324.02,80.88,2643.0,37.5,841.0,127.0,0.088,River,Hilly,Monsoon,61,High,Cryptosporidiosis
6.53,0.54,8.88,20.47,156.51,56.83,626.0,81.12,133.0,2.0,1.667,Lake,Urban,Winter,3,Low,Safe for Consumption
5.53,21.63,2.19,36.52,653.73,76.59,1510.0,35.17,2121.0,138.0,0.02,Pond,Coastal,Monsoon,51,High,Cholera
7.46,1.29,8.28,24.57,11.78,57.74,2406.0,79.71,45.0,25.0,2.071,Tap,Urban,Spring,2,Low,No Disease - Water is Safe
7.16,2.62,8.35,21.85,111.99,56.6,68.0,78.93,69.0,14.0,1.381,Tap,Urban,Winter,1,Low,Safe for Consumption
9.91,30.75,2.71,29.91,474.05,79.78,5101.0,10.59,1886.0,191.0,0.147,Well,Hilly,Monsoon,47,High,Cryptosporidiosis
6.15,8.45,6.72,26.57,103.76,62.64,667.0,54.28,380.0,31.0,0.744,Well,Rural,Summer,12,Medium,Diarrhea
7.95,14.04,7.13,26.75,93.32,80.69,493.0,48.24,498.0,55.0,0.527,Lake,Coastal,Summer,10,Medium,Typhoid
8.5,11.34,5.69,26.21,116.29,63.95,1539.0,49.93,264.0,59.0,0.639,Lake,Coastal,Summer,24,Medium,Hepatitis A
7.65,15.27,5.54,33.39,153.45,71.08,370.0,47.03,417.0,14.0,0.61,Well,Rural,Summer,10,Medium,Hepatitis A
9.36,52.21,4.06,36.67,591.33,79.79,3480.0,24.69,1190.0,235.0,0.039,Pond,Coastal,Summer,52,High,E. coli Infection
7.35,0.58,9.57,24.26,11.73,49.22,244.0,85.71,49.0,18.0,2.076,Groundwater,Semi-Urban,Winter,2,Low,Safe for Consumption
5.56,26.35,3.58,28.2,489.2,68.58,4068.0,16.96,2193.0,182.0,0.148,Pond,Hilly,Monsoon,48,High,Cryptosporidiosis
6.68,0.92,8.07,18.91,87.41,64.08,267.0,85.84,40.0,43.0,1.719,Groundwater,Urban,Winter,1,Low,No Disease - Water is Safe
5.93,30.53,3.83,33.8,262.93,76.21,4397.0,35.6,1347.0,123.0,0.063,Pond,Rural,Monsoon,67,High,Cholera
9.46,24.62,3.25,39.17,593.87,82.72,2669.0,23.25,787.0,138.0,0.0,River,Coastal,Summer,47,High,Cholera
6.21,41.37,3.34,36.91,455.24,76.88,2267.0,41.62,2256.0,126.0,0.307,Pond,Rural,Summer,45,High,E. coli Infection
7.62,2.31,7.82,20.73,22.46,52.34,1360.0,73.38,177.0,3.0,1.4,Tap,Semi-Urban,Winter,3,Low,No Disease - Water is Safe
7.93,16.37,5.66,28.78,142.8,65.35,454.0,68.21,322.0,15.0,0.798,River,Semi-Urban,Summer,20,Medium,Giardiasis
8.33,23.33,6.19,23.37,88.6,77.08,1319.0,53.69,653.0,50.0,0.847,River,Semi-Urban,Summer,16,Medium,Typhoid
7.45,7.52,5.18,31.11,169.09,62.41,411.0,78.87,322.0,43.0,0.565,River,Rural,Spring,21,Medium,Giardiasis
5.41,44.08,3.58,36.97,394.59,83.89,1996.0,19.69,1533.0,82.0,0.157,River,Rural,Monsoon,44,High,Cholera
5.27,24.28,4.39,35.43,351.15,85.72,1385.0,22.05,1868.0,163.0,0.083,River,Coastal,Monsoon,44,High,Cryptosporidiosis
5.83,13.65,5.32,32.54,190.33,88.18,656.0,57.55,446.0,46.0,0.6,Lake,Rural,Spring,13,Medium,Giardiasis
7.22,12.96,4.44,26.89,95.85,76.5,1291.0,66.98,459.0,0.0,0.883,Well,Rural,Summer,17,Medium,Giardiasis
5.36,95.5,2.49,34.78,227.83,68.12,2070.0,30.11,1707.0,130.0,0.152,River,Rural,Monsoon,57,High,Hepatitis E
7.1,6.27,7.72,20.68,45.78,61.14,533.0,72.04,40.0,12.0,1.267,Lake,Urban,Winter,2,Low,No Disease - Water is Safe
6.9,0.16,8.81,21.34,29.62,51.75,299.0,85.27,7.0,1.0,1.399,Lake,Urban,Winter,2,Low,Safe for Consumption
6.93,5.0,9.45,24.55,66.33,63.9,968.0,70.49,48.0,12.0,1.439,Groundwater,Semi-Urban,Winter,5,Low,Safe for Consumption
6.96,1.29,8.1,20.71,5.31,37.49,798.0,71.91,15.0,28.0,1.083,Tap,Urban,Spring,1,Low,Safe for Consumption
7.89,18.47,5.72,25.19,174.8,58.54,3411.0,53.54,532.0,53.0,0.421,Well,Coastal,Spring,16,Medium,Diarrhea
6.9,4.46,9.82,28.51,45.45,55.69,610.0,75.11,4.0,7.0,1.109,Tap,Semi-Urban,Spring,3,Low,Safe for Consumption
6.84,1.15,8.47,19.57,42.39,36.9,1399.0,81.91,114.0,6.0,1.484,Lake,Semi-Urban,Spring,3,Low,Safe for Consumption
9.48,25.35,3.61,26.1,524.72,84.38,10461.0,36.45,1497.0,119.0,0.042,Pond,Coastal,Monsoon,54,High,E. coli Infection
7.47,11.44,5.68,26.26,110.98,66.58,510.0,42.64,399.0,25.0,0.922,River,Semi-Urban,Spring,11,Medium,Diarrhea
6.68,0.35,8.05,22.35,42.52,49.6,104.0,80.25,57.0,2.0,0.973,Tap,Semi-Urban,Spring,3,Low,Safe for Consumption
5.99,93.62,3.25,29.64,156.37,86.33,2995.0,8.04,1241.0,135.0,0.175,Pond,Hilly,Monsoon,54,High,Hepatitis E
6.11,50.5,3.73,32.07,318.19,81.23,6899.0,30.26,1593.0,54.0,0.198,Pond,Hilly,Summer,53,High,Cryptosporidiosis
7.25,14.32,7.46,32.69,139.24,45.29,3049.0,57.26,496.0,52.0,0.673,Lake,Rural,Summer,14,Medium,Giardiasis
8.24,9.53,6.02,36.22,188.37,48.02,1727.0,62.25,241.0,33.0,0.701,Well,Coastal,Spring,19,Medium,Giardiasis
7.11,0.0,5.86,33.7,202.99,68.28,360.0,48.92,305.0,77.0,0.843,River,Coastal,Summer,22,Medium,Diarrhea
5.31,127.12,1.94,33.1,802.99,83.03,7064.0,27.78,2249.0,266.0,0.087,Pond,Coastal,Monsoon,47,High,Cryptosporidiosis
6.98,4.07,5.56,25.01,212.63,84.07,3191.0,59.7,352.0,51.0,0.859,Well,Coastal,Summer,19,Medium,Diarrhea
7.11,14.11,6.68,23.26,149.27,69.68,1070.0,42.69,412.0,78.0,0.815,River,Coastal,Summer,18,Medium,Typhoid
6.81,13.33,5.78,23.43,134.79,61.26,1656.0,60.0,305.0,47.0,0.696,River,Coastal,Summer,15,Medium,Typhoid
7.73,0.5,8.04,26.48,18.88,62.25,1059.0,67.22,65.0,7.0,1.947,Tap,Semi-Urban,Winter,2,Low,No Disease - Water is Safe
7.2,4.53,8.08,25.3,68.61,56.36,464.0,92.06,55.0,41.0,1.142,Lake,Urban,Spring,3,Low,Safe for Consumption
6.59,8.28,6.91,22.49,94.99,90.51,2366.0,51.24,340.0,50.0,0.774,Lake,Semi-Urban,Summer,17,Medium,Typhoid
6.96,10.6,5.7,26.01,120.2,73.22,5827.0,66.57,248.0,35.0,0.709,River,Coastal,Summer,22,Medium,Diarrhea
6.18,54.76,4.05,32.81,215.29,87.22,9568.0,16.17,1679.0,152.0,0.096,Pond,Rural,Monsoon,51,High,Cholera
6.97,1.99,7.71,24.55,11.17,35.92,221.0,81.61,58.0,5.0,1.563,Lake,Urban,Spring,1,Low,Safe for Consumption
9.02,171.08,3.46,38.77,419.1,82.87,3714.0,30.37,1983.0,144.0,0.092,Pond,Rural,Summer,59,High,E. coli Infection
7.22,13.25,6.06,25.38,128.64,77.48,514.0,62.37,625.0,26.0,0.839,River,Semi-Urban,Summer,10,Medium,Typhoid
6.62,10.89,4.29,34.3,163.38,52.08,844.0,55.99,412.0,38.0,0.742,Lake,Semi-Urban,Spring,13,Medium,Giardiasis
6.64,7.83,6.2,26.12,149.33,76.92,2305.0,55.59,468.0,28.0,0.656,Well,Semi-Urban,Summer,21,Medium,Giardiasis
9.17,21.32,3.9,32.14,229.81,89.5,1136.0,45.18,2275.0,166.0,0.339,Well,Rural,Monsoon,49,High,Dysentery
